t,x,y,z,qw,qx,qy,qz,com_x,com_y,com_z,com_ref_z,tilt,com_ref_y,n_stance,swing_z,trunk_tilt,foot_z,foot_vz,acc_ref_z,e_lin_z,acom_x,acom_y,acom_z,arp_r,arp_p,degraded,cop_lx,cop_ly,slip_l,slip_r,patch_lx,patch_ly,fqp_l_x,fqp_l_y,fqp_l_z,fmj_l_x,fmj_l_y,fmj_l_z,fqp_r_x,fqp_r_y,fqp_r_z,fmj_r_x,fmj_r_y,fmj_r_z,cop_qp_l_x,cop_qp_l_y,fz_qp_l,cop_mj_l_x,cop_mj_l_y,fz_mj_l,cop_qp_r_x,cop_qp_r_y,fz_qp_r,cop_mj_r_x,cop_mj_r_y,fz_mj_r,left_hip_yaw_joint,left_hip_roll_joint,left_hip_pitch_joint,left_knee_joint,left_ankle_pitch_joint,left_ankle_roll_joint,right_hip_yaw_joint,right_hip_roll_joint,right_hip_pitch_joint,right_knee_joint,right_ankle_pitch_joint,right_ankle_roll_joint,left_shoulder_pitch_joint,left_elbow_joint,right_shoulder_pitch_joint,right_elbow_joint,tau_left_hip_yaw_joint,tau_left_hip_roll_joint,tau_left_hip_pitch_joint,tau_left_knee_joint,tau_left_ankle_pitch_joint,tau_left_ankle_roll_joint,tau_right_hip_yaw_joint,tau_right_hip_roll_joint,tau_right_hip_pitch_joint,tau_right_knee_joint,tau_right_ankle_pitch_joint,tau_right_ankle_roll_joint,tau_left_shoulder_pitch_joint,tau_left_elbow_joint,tau_right_shoulder_pitch_joint,tau_right_elbow_joint,lim_left_hip_yaw_joint,lim_left_hip_roll_joint,lim_left_hip_pitch_joint,lim_left_knee_joint,lim_left_ankle_pitch_joint,lim_left_ankle_roll_joint,lim_right_hip_yaw_joint,lim_right_hip_roll_joint,lim_right_hip_pitch_joint,lim_right_knee_joint,lim_right_ankle_pitch_joint,lim_right_ankle_roll_joint,lim_left_shoulder_pitch_joint,lim_left_elbow_joint,lim_right_shoulder_pitch_joint,lim_right_elbow_joint,xi_x,xi_y,xi_ref_x,xi_ref_y,zmp_ref_x,zmp_ref_y,zmp_cmd_x,zmp_cmd_y,zmp_clamp,dcm_err,support,step,share_l,share_r,swing_tgt_x,swing_tgt_y,swing_tgt_z,ankle_roll_l,ankle_roll_r,push_fx,push_fy
6.7350,-0.00228,0.08033,0.47997,1.00000,0.00010,0.00065,-0.00007,0.00440,0.07546,0.32521,0.32501,0.00136,0.05696,1,0.03618,0.00136,0.034711,0.00001,-0.0445,-0.0003,-0.0012,-0.8737,-0.0381,-0.1180,0.2609,0,0.04900,0.01900,0.1481,0.0000,0.011974,0.106267,-0.0078,-5.5373,61.9340,0.0268,-5.5424,62.3931,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.008265,-0.001564,61.9333,0.006957,-0.001279,62.3931,0.000000,0.000000,0.0000,0.000000,0.000000,0.0000,-0.00258,-0.07847,-0.36739,0.69667,-0.33033,0.07835,-0.00230,-0.05575,-0.38505,0.74974,-0.37720,0.04795,0.00212,-0.00012,0.00138,-0.00015,-0.07873,3.19563,0.81064,-1.31015,0.52824,0.21203,-0.00895,-0.26244,-0.13652,-0.26064,0.01505,-0.06217,0.02052,0.00529,0.02203,0.00449,6.000,14.000,6.000,14.000,6.000,6.000,6.000,14.000,6.000,14.000,6.000,6.000,6.000,6.000,6.000,6.000,0.004272,0.056857,0.004187,0.056965,0.004187,0.104728,0.004442,0.104405,0.000000,0.000137,1.000000,9.000000,1.000000,0.000000,0.004189,0.013965,0.035569,0.080804,0.049984,0.000000,0.000000
6.7400,-0.00220,0.07954,0.48008,1.00000,0.00010,0.00060,-0.00006,0.00440,0.07494,0.32520,0.32501,0.00129,0.05563,1,0.03561,0.00129,0.034711,0.00016,-0.0451,-0.0003,-0.0016,-0.8897,-0.0384,-0.0781,0.3845,0,0.04900,0.01900,0.1509,0.0000,0.013255,0.106071,-0.0101,-5.6392,61.9323,0.0252,-5.6460,62.3812,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.009529,-0.001743,61.9328,0.008239,-0.001486,62.3812,0.000000,0.000000,0.0000,0.000000,0.000000,0.0000,-0.00266,-0.07571,-0.36632,0.69559,-0.33012,0.07580,-0.00244,-0.05247,-0.37544,0.73361,-0.37660,0.04633,0.00169,-0.00007,0.00099,-0.00014,-0.09548,3.20048,0.87871,-1.22161,0.60315,0.22352,-0.00515,-0.26370,-0.19519,-0.21426,0.01738,-0.06082,0.02687,0.00616,0.02907,0.00540,6.000,14.000,6.000,14.000,6.000,6.000,6.000,14.000,6.000,14.000,6.000,6.000,6.000,6.000,6.000,6.000,0.004274,0.055530,0.004187,0.055635,0.004187,0.104728,0.004450,0.104413,0.000000,0.000137,1.000000,9.000000,1.000000,0.000000,0.004188,0.014024,0.035369,0.078352,0.047950,0.000000,0.000000
6.7450,-0.00212,0.07874,0.48019,1.00000,0.00005,0.00056,-0.00007,0.00440,0.07439,0.32521,0.32501,0.00121,0.05427,1,0.03521,0.00121,0.034713,0.00046,-0.0487,-0.0003,-0.0225,-0.8940,-0.2491,0.2509,0.4320,0,0.04900,0.01900,0.1610,0.7551,0.014735,0.105940,-0.1427,-5.6664,60.5968,-0.1192,-5.9124,61.2235,0.0000,0.0000,0.0000,5.2175,-0.2970,11.5360,0.011672,0.000018,60.5984,0.009721,-0.001628,61.2235,0.000000,0.000000,0.0000,-0.048998,0.002241,11.5360,-0.00273,-0.07275,-0.36534,0.69455,-0.32986,0.07308,-0.00203,-0.04926,-0.36858,0.72133,-0.37397,0.04524,0.00133,-0.00002,0.00062,-0.00011,-0.09143,3.03254,0.92977,-1.07814,0.70626,0.11184,0.00758,-0.21229,-0.24998,-0.13398,0.04536,-0.02591,0.03489,0.00714,0.03673,0.00647,6.000,14.000,6.000,14.000,6.000,6.000,6.000,14.000,6.000,14.000,6.000,6.000,6.000,6.000,6.000,6.000,0.004505,0.054027,0.004187,0.054267,0.004187,0.104728,0.005142,0.104008,0.000000,0.000399,1.000000,9.000000,1.000000,0.000000,0.004187,0.014060,0.035249,0.075803,0.046328,0.000000,0.000000
6.7500,-0.00207,0.07791,0.48029,1.00000,-0.00002,0.00052,-0.00009,0.00441,0.07381,0.32524,0.32501,0.00113,0.05286,2,0.03495,0.00113,0.034715,0.00062,-0.0561,-0.0003,-0.0771,-0.9088,-0.7071,1.0035,0.5526,0,0.04900,0.01900,0.1627,0.7163,0.016803,0.107612,-0.4495,-5.7225,57.6319,-0.1886,-5.8483,59.9372,-0.0391,-0.0375,0.0623,3.5918,-0.0127,8.3591,0.009732,0.005439,57.6342,0.011784,0.000036,59.9372,0.050393,-0.020394,0.0629,-0.048992,-0.003455,8.3591,-0.00275,-0.06958,-0.36449,0.69368,-0.32965,0.07006,-0.00148,-0.04599,-0.36412,0.71242,-0.36979,0.04366,0.00103,0.00003,0.00026,-0.00006,-0.00978,2.63804,0.65039,-1.18435,0.52906,-0.20460,0.00453,-0.12495,-0.16364,-0.04824,0.09353,-0.04327,0.02466,0.00575,0.02300,0.00515,6.000,14.000,6.000,14.000,6.000,6.000,6.000,14.000,6.000,14.000,6.000,6.000,6.000,6.000,6.000,6.000,0.005112,0.052594,0.004187,0.052862,0.004187,0.104728,0.006964,0.103923,0.000000,0.000964,0.000000,9.000000,0.991129,0.000177,0.000000,0.000000,0.000000,0.073084,0.045238,0.000000,0.000000
6.7550,-0.00202,0.07705,0.48039,1.00000,-0.00012,0.00047,-0.00012,0.00444,0.07322,0.32528,0.32501,0.00103,0.05145,2,0.03478,0.00103,0.034718,0.00068,-0.0605,-0.0003,-0.1184,-0.8576,-0.8843,1.4394,0.5848,0,0.04900,0.01900,0.1666,0.7402,0.014910,0.112819,-0.7506,-5.4354,56.5710,-0.5177,-5.7168,57.4505,-0.0001,-0.0001,-0.0002,2.9460,0.0227,6.6343,0.009730,0.004484,56.5729,0.009876,0.005221,57.4505,0.000000,0.000000,0.0000,-0.048989,-0.003720,6.6343,-0.00274,-0.06626,-0.36386,0.69318,-0.32959,0.06676,-0.00089,-0.04266,-0.36141,0.70604,-0.36476,0.04165,0.00077,0.00009,-0.00009,-0.00001,0.02915,2.54330,0.53178,-1.20809,0.48760,-0.16485,0.00599,-0.10133,-0.13912,0.04842,0.12615,-0.05849,0.02350,0.00542,0.01903,0.00498,6.000,14.000,6.000,14.000,6.000,6.000,6.000,14.000,6.000,14.000,6.000,6.000,6.000,6.000,6.000,6.000,0.005578,0.051172,0.004187,0.051449,0.004187,0.102461,0.008360,0.101630,0.000000,0.001419,0.000000,9.000000,0.965831,0.001424,0.000000,0.000000,0.000000,0.070058,0.043663,0.000000,0.000000
6.7600,-0.00199,0.07617,0.48046,1.00000,-0.00022,0.00043,-0.00015,0.00447,0.07260,0.32533,0.32501,0.00094,0.05006,2,0.03467,0.00094,0.034721,0.00068,-0.0623,-0.0003,-0.1435,-0.8071,-0.8670,1.6157,0.5944,0,0.04900,0.01900,0.1633,0.7774,0.014891,0.112016,-0.9094,-5.1156,56.6809,-0.8057,-5.4962,56.7116,-0.0001,-0.0001,-0.0002,2.1355,0.0984,4.5838,0.008607,0.002254,56.6816,0.009858,0.004401,56.7116,0.000000,0.000000,0.0000,-0.048989,-0.004625,4.5838,-0.00270,-0.06285,-0.36348,0.69310,-0.32972,0.06333,-0.00032,-0.03928,-0.35995,0.70155,-0.35943,0.03928,0.00055,0.00015,-0.00042,0.00004,0.05456,2.52714,0.41816,-1.29457,0.40541,-0.05590,0.00407,-0.07486,-0.12357,0.11516,0.14100,-0.06946,0.02033,0.00489,0.01432,0.00461,6.000,14.000,6.000,14.000,6.000,6.000,6.000,14.000,6.000,14.000,6.000,6.000,6.000,6.000,6.000,6.000,0.005866,0.049775,0.004187,0.050060,0.004187,0.100195,0.009226,0.099340,0.000000,0.001704,0.000000,9.000000,0.940571,0.004952,0.000000,0.000000,0.000000,0.066759,0.041653,0.000000,0.000000
6.7650,-0.00196,0.07527,0.48053,1.00000,-0.00031,0.00038,-0.00019,0.00451,0.07196,0.32537,0.32501,0.00085,0.04869,2,0.03460,0.00085,0.034724,0.00065,-0.0626,-0.0003,-0.1570,-0.7565,-0.7598,1.6300,0.5778,0,0.04900,0.01900,0.1567,0.8139,0.013764,0.109988,-0.7998,-4.6050,57.0466,-0.9593,-5.2668,56.9425,-0.1953,-0.1899,0.3133,1.5246,0.1180,3.1320,0.007458,-0.000080,57.0462,0.008737,0.002353,56.9425,-0.049374,-0.019373,0.3165,-0.048990,-0.005661,3.1320,-0.00264,-0.05939,-0.36333,0.69343,-0.33005,0.05990,0.00028,-0.03584,-0.35935,0.69847,-0.35409,0.03666,0.00035,0.00020,-0.00074,0.00010,0.03926,2.45993,0.38787,-1.34182,0.34734,0.05685,0.01433,0.01597,-0.17938,0.10292,0.11425,-0.06576,0.01652,0.00431,0.00988,0.00418,6.000,14.000,6.000,14.000,6.000,6.000,6.000,14.000,6.000,14.000,6.000,6.000,6.000,6.000,6.000,6.000,0.006029,0.048393,0.004187,0.048695,0.004187,0.097929,0.009714,0.097024,0.000000,0.001867,0.000000,9.000000,0.915022,0.010622,0.000000,0.000000,0.000000,0.063333,0.039283,0.000000,0.000000
6.7700,-0.00194,0.07434,0.48057,1.00000,-0.00039,0.00034,-0.00022,0.00455,0.07130,0.32541,0.32501,0.00076,0.04735,2,0.03455,0.00076,0.034727,0.00064,-0.0625,-0.0003,-0.1623,-0.7072,-0.6248,1.5707,0.5363,0,0.04900,0.01900,0.1427,0.6012,0.012608,0.107815,-0.5326,-3.9972,57.4155,-0.8443,-4.8358,57.3266,-0.4957,-0.4849,0.8005,0.8749,0.0230,2.4265,0.006536,-0.002414,57.4146,0.007586,0.000162,57.3266,-0.049068,-0.019081,0.8075,-0.048992,-0.008444,2.4265,-0.00260,-0.05589,-0.36337,0.69410,-0.33054,0.05653,0.00091,-0.03236,-0.35933,0.69639,-0.34896,0.03386,0.00017,0.00026,-0.00103,0.00016,0.02617,2.36290,0.41491,-1.35270,0.31431,0.17051,0.00873,0.13808,-0.27594,0.04362,0.06463,-0.05183,0.01266,0.00376,0.00639,0.00375,6.000,14.000,6.000,14.000,6.000,6.000,6.000,14.000,6.000,14.000,6.000,6.000,6.000,6.000,6.000,6.000,0.006101,0.047044,0.004187,0.047355,0.004187,0.095662,0.009930,0.094730,0.000000,0.001940,0.000000,9.000000,0.889721,0.018380,0.000000,0.000000,0.000000,0.059897,0.036664,0.000000,0.000000
6.7750,-0.00193,0.07339,0.48060,1.00000,-0.00047,0.00031,-0.00024,0.00460,0.07062,0.32544,0.32501,0.00079,0.04604,2,0.03452,0.00079,0.034730,0.00068,-0.0624,-0.0003,-0.1621,-0.6578,-0.4909,1.4565,0.4794,0,0.04900,0.01900,0.1250,0.2851,0.011666,0.105595,-0.4948,-3.2526,57.5465,-0.5698,-4.2861,57.6609,-0.5325,-0.9164,1.5182,0.2602,-0.2684,2.1857,0.005993,-0.004445,57.5455,0.006650,-0.002073,57.6609,-0.048124,-0.019088,1.5248,-0.048994,-0.013037,2.1857,-0.00255,-0.05237,-0.36357,0.69499,-0.33115,0.05326,0.00162,-0.02881,-0.35967,0.69512,-0.34430,0.03094,0.00001,0.00031,-0.00130,0.00022,0.02241,2.20005,0.39601,-1.37981,0.28308,0.26406,0.01454,0.30829,-0.31119,0.00150,0.02172,-0.02787,0.00934,0.00326,0.00364,0.00335,6.000,14.000,6.000,14.000,6.000,6.000,6.000,14.000,6.000,14.000,6.000,6.000,6.000,6.000,6.000,6.000,0.006113,0.045714,0.004187,0.046041,0.004187,0.093396,0.009967,0.092416,0.000000,0.001954,0.000000,9.000000,0.864196,0.028293,0.000000,0.000000,0.000000,0.056526,0.033861,0.000000,0.000000
6.7800,-0.00191,0.07242,0.48063,1.00000,-0.00055,0.00028,-0.00028,0.00464,0.06993,0.32545,0.32501,0.00094,0.04475,2,0.03452,0.00094,0.034733,0.00076,-0.0639,-0.0003,-0.1523,-0.6084,-0.4291,1.4070,0.3740,0,0.04900,0.01900,0.1058,0.4898,0.011129,0.103613,-0.4694,-2.5212,57.2425,-0.5545,-3.6022,57.4175,-0.4956,-1.3349,2.2138,-1.1040,-0.9718,5.0055,0.005660,-0.006188,57.2419,0.006119,-0.004067,57.4175,-0.038871,-0.019056,2.2194,0.003421,-0.007431,5.0055,-0.00250,-0.04881,-0.36385,0.69599,-0.33182,0.05010,0.00215,-0.02522,-0.36033,0.69491,-0.34103,0.02780,-0.00013,0.00035,-0.00157,0.00028,0.01819,2.01630,0.37802,-1.38830,0.26197,0.33958,0.01927,0.47321,-0.32221,-0.01141,-0.01329,-0.00410,0.00782,0.00285,0.00219,0.00311,6.000,14.000,6.000,14.000,6.000,6.000,6.000,14.000,6.000,14.000,6.000,6.000,6.000,6.000,6.000,6.000,0.006018,0.044406,0.004187,0.044753,0.004187,0.091129,0.009681,0.090087,0.000000,0.001864,0.000000,9.000000,0.838496,0.040376,0.000000,0.000000,0.000000,0.053260,0.030942,0.000000,0.000000
6.7850,-0.00191,0.07143,0.48065,1.00000,-0.00062,0.00027,-0.00031,0.00467,0.06922,0.32547,0.32501,0.00109,0.04349,2,0.03455,0.00109,0.034737,0.00078,-0.0662,-0.0003,-0.1350,-0.5566,-0.4252,1.4158,0.2306,0,0.04900,0.01900,0.0857,0.5447,0.010738,0.101880,-0.4197,-1.7741,56.5720,-0.5066,-2.8874,57.0492,-0.4360,-1.7535,2.9091,-0.9855,-1.2956,4.9818,0.005444,-0.007579,56.5719,0.005733,-0.005809,57.0492,-0.029081,-0.019043,2.9143,0.001408,-0.010846,4.9818,-0.00243,-0.04523,-0.36421,0.69707,-0.33252,0.04704,0.00254,-0.02158,-0.36117,0.69548,-0.33894,0.02447,-0.00025,0.00039,-0.00184,0.00034,0.00973,1.79825,0.36797,-1.37750,0.24926,0.39041,0.01632,0.64562,-0.32339,-0.00880,-0.04623,0.01762,0.00827,0.00252,0.00088,0.00297,6.000,14.000,6.000,14.000,6.000,6.000,6.000,14.000,6.000,14.000,6.000,6.000,6.000,6.000,6.000,6.000,0.005839,0.043092,0.004187,0.043493,0.004187,0.088863,0.009144,0.087659,0.000000,0.001701,0.000000,9.000000,0.811717,0.054916,0.000000,0.000000,0.000000,0.050104,0.027798,0.000000,0.000000
6.7900,-0.00190,0.07042,0.48067,1.00000,-0.00068,0.00025,-0.00035,0.00470,0.06849,0.32549,0.32501,0.00123,0.04226,2,0.03459,0.00123,0.034740,0.00081,-0.0673,-0.0003,-0.1209,-0.5063,-0.3741,1.3453,0.1325,0,0.04900,0.01900,0.0640,0.6492,0.010492,0.100488,-0.3764,-1.4265,55.6218,-0.4382,-2.1260,56.5035,-0.3896,-1.7822,4.1829,-0.7859,-1.7051,4.8207,0.005080,-0.008296,55.6223,0.005489,-0.007209,56.5035,-0.021120,-0.019034,4.1874,-0.003236,-0.013338,4.8207,-0.00237,-0.04162,-0.36465,0.69824,-0.33326,0.04405,0.00282,-0.01791,-0.36211,0.69654,-0.33772,0.02102,-0.00035,0.00042,-0.00211,0.00040,0.00506,1.66375,0.34758,-1.36674,0.22689,0.41250,0.01371,0.70016,-0.32007,-0.03822,-0.07496,0.03842,0.00759,0.00217,-0.00037,0.00278,6.000,14.000,6.000,14.000,6.000,6.000,6.000,14.000,6.000,14.000,6.000,6.000,6.000,6.000,6.000,6.000,0.005693,0.041817,0.004187,0.042261,0.004187,0.086597,0.008705,0.085265,0.000000,0.001570,0.000000,9.000000,0.785312,0.071563,0.000000,0.000000,0.000000,0.047045,0.024473,0.000000,0.000000
6.7950,-0.00190,0.06940,0.48067,1.00000,-0.00073,0.00025,-0.00038,0.00473,0.06775,0.32550,0.32501,0.00136,0.04106,2,0.03463,0.00136,0.034744,0.00087,-0.0686,-0.0003,-0.1091,-0.4573,-0.3073,1.2289,0.0627,0,0.04900,0.01900,0.0534,0.5669,0.010103,0.099731,-0.3395,-1.2868,54.4266,-0.3794,-1.7404,55.6242,-0.3522,-1.6114,5.8017,-0.6295,-1.7452,5.4550,0.004672,-0.008581,54.4276,0.005102,-0.007973,55.6242,-0.015946,-0.019021,5.8055,-0.007099,-0.015649,5.4550,-0.00231,-0.03800,-0.36514,0.69947,-0.33402,0.04106,0.00302,-0.01422,-0.36308,0.69788,-0.33712,0.01750,-0.00044,0.00045,-0.00236,0.00046,0.00252,1.56612,0.32223,-1.35189,0.20140,0.41338,0.01156,0.69364,-0.31143,-0.08561,-0.09680,0.06020,0.00644,0.00183,-0.00138,0.00258,6.000,14.000,6.000,14.000,6.000,6.000,6.000,14.000,6.000,14.000,6.000,6.000,6.000,6.000,6.000,6.000,0.005571,0.040581,0.004187,0.041058,0.004187,0.084330,0.008341,0.082901,0.000000,0.001464,0.000000,9.000000,0.759231,0.090288,0.000000,0.000000,0.000000,0.044045,0.021024,0.000000,0.000000
6.8000,-0.00189,0.06836,0.48068,1.00000,-0.00078,0.00024,-0.00041,0.00475,0.06700,0.32551,0.32501,0.00146,0.03988,2,0.03468,0.00146,0.034749,0.00096,-0.0706,-0.0003,-0.0993,-0.4094,-0.2407,1.0905,0.0112,0,0.04900,0.01900,0.0487,0.4225,0.009673,0.099394,-0.3086,-1.1532,53.0788,-0.3295,-1.5573,54.4668,-0.3207,-1.4416,7.5713,-0.5087,-1.5952,6.6059,0.004271,-0.008671,53.0803,0.004673,-0.008316,54.4668,-0.012582,-0.019014,7.5745,-0.008788,-0.017110,6.6059,-0.00226,-0.03435,-0.36567,0.70075,-0.33481,0.03804,0.00317,-0.01050,-0.36401,0.69934,-0.33696,0.01394,-0.00052,0.00047,-0.00259,0.00052,0.00088,1.45646,0.29545,-1.33297,0.17643,0.40076,0.01026,0.68696,-0.29848,-0.14131,-0.11163,0.08609,0.00517,0.00152,-0.00207,0.00237,6.000,14.000,6.000,14.000,6.000,6.000,6.000,14.000,6.000,14.000,6.000,6.000,6.000,6.000,6.000,6.000,0.005470,0.039383,0.004187,0.039884,0.004187,0.082064,0.008036,0.080561,0.000000,0.001377,0.000000,9.000000,0.733424,0.111073,0.000000,0.000000,0.000000,0.041058,0.017500,0.000000,0.000000
6.8050,-0.00189,0.06731,0.48067,1.00000,-0.00081,0.00024,-0.00044,0.00476,0.06623,0.32551,0.32501,0.00155,0.03874,2,0.03472,0.00155,0.034753,0.00106,-0.0733,-0.0003,-0.0910,-0.3624,-0.1816,0.9463,-0.0277,0,0.04900,0.01900,0.0445,0.3114,0.009252,0.099258,-0.2826,-1.0247,51.5650,-0.2876,-1.3878,53.1361,-0.2941,-1.2723,9.4599,-0.4082,-1.4450,8.0391,0.003894,-0.008548,51.5669,0.004251,-0.008457,53.1361,-0.010093,-0.019010,9.4627,-0.009094,-0.017933,8.0391,-0.00222,-0.03069,-0.36621,0.70204,-0.33559,0.03495,0.00327,-0.00678,-0.36488,0.70080,-0.33708,0.01037,-0.00059,0.00049,-0.00280,0.00057,-0.00014,1.33497,0.26803,-1.30841,0.15302,0.37454,0.00946,0.67918,-0.28124,-0.20201,-0.11962,0.11519,0.00393,0.00125,-0.00248,0.00218,6.000,14.000,6.000,14.000,6.000,6.000,6.000,14.000,6.000,14.000,6.000,6.000,6.000,6.000,6.000,6.000,0.005384,0.038221,0.004187,0.038741,0.004187,0.079797,0.007779,0.078240,0.000000,0.001305,0.000000,9.000000,0.707815,0.133918,0.000000,0.000000,0.000000,0.038038,0.013938,0.000000,0.000000
6.8100,-0.00189,0.06625,0.48067,1.00000,-0.00083,0.00024,-0.00046,0.00478,0.06546,0.32551,0.32501,0.00162,0.03763,2,0.03476,0.00162,0.034759,0.00118,-0.0765,-0.0003,-0.0840,-0.3162,-0.1325,0.8062,-0.0576,0,0.04900,0.01900,0.0405,0.2298,0.008856,0.099343,-0.2607,-0.9005,49.8888,-0.2526,-1.2284,51.6279,-0.2716,-1.1033,11.4473,-0.3234,-1.2967,9.6948,0.003541,-0.008190,49.8908,0.003854,-0.008378,51.6279,-0.008115,-0.019008,11.4496,-0.008593,-0.018358,9.6948,-0.00220,-0.02700,-0.36676,0.70331,-0.33636,0.03176,0.00335,-0.00305,-0.36565,0.70218,-0.33737,0.00681,-0.00065,0.00050,-0.00299,0.00062,-0.00073,1.20247,0.24020,-1.27784,0.13145,0.33501,0.00897,0.66955,-0.26011,-0.26587,-0.12151,0.14682,0.00283,0.00102,-0.00267,0.00199,6.000,14.000,6.000,14.000,6.000,6.000,6.000,14.000,6.000,14.000,6.000,6.000,6.000,6.000,6.000,6.000,0.005312,0.037096,0.004187,0.037629,0.004187,0.077531,0.007563,0.075932,0.000000,0.001245,0.000000,9.000000,0.682359,0.158821,0.000000,0.000000,0.000000,0.034949,0.010367,0.000000,0.000000
6.8150,-0.00189,0.06518,0.48066,1.00000,-0.00085,0.00023,-0.00047,0.00479,0.06467,0.32551,0.32501,0.00167,0.03655,2,0.03480,0.00167,0.034765,0.00130,-0.0801,-0.0003,-0.0781,-0.2705,-0.0939,0.6768,-0.0807,0,0.04900,0.01900,0.0367,0.1699,0.008487,0.099667,-0.2425,-0.7799,48.0618,-0.2235,-1.0769,49.9514,-0.2527,-0.9344,13.5190,-0.2527,-1.1467,11.5232,0.003209,-0.007576,48.0639,0.003483,-0.008058,49.9514,-0.006485,-0.019007,13.5210,-0.007698,-0.018575,11.5232,-0.00218,-0.02330,-0.36729,0.70453,-0.33710,0.02846,0.00341,0.00069,-0.36632,0.70341,-0.33775,0.00327,-0.00071,0.00052,-0.00316,0.00066,-0.00106,1.06005,0.21201,-1.24150,0.11159,0.28280,0.00864,0.65756,-0.23564,-0.33175,-0.11828,0.18055,0.00188,0.00082,-0.00270,0.00181,6.000,14.000,6.000,14.000,6.000,6.000,6.000,14.000,6.000,14.000,6.000,6.000,6.000,6.000,6.000,6.000,0.005252,0.036005,0.004187,0.036549,0.004187,0.075265,0.007382,0.073634,0.000000,0.001196,0.000000,9.000000,0.657014,0.185784,0.000000,0.000000,0.000000,0.031764,0.006806,0.000000,0.000000
6.8200,-0.00189,0.06409,0.48065,1.00000,-0.00086,0.00024,-0.00048,0.00481,0.06388,0.32550,0.32501,0.00170,0.03550,2,0.03483,0.00170,0.034771,0.00142,-0.0839,-0.0003,-0.0732,-0.2253,-0.0643,0.5606,-0.0982,0,0.04900,0.01900,0.0330,0.1250,0.008141,0.100252,-0.2272,-0.6622,46.1049,-0.1996,-0.9313,48.1228,-0.2368,-0.7659,15.6631,-0.1944,-0.9924,13.4850,0.002888,-0.006690,46.1068,0.003134,-0.007478,48.1228,-0.005122,-0.019006,15.6649,-0.006662,-0.018712,13.4850,-0.00217,-0.01957,-0.36780,0.70570,-0.33781,0.02502,0.00345,0.00442,-0.36687,0.70447,-0.33815,-0.00024,-0.00077,0.00053,-0.00331,0.00070,-0.00122,0.90957,0.18340,-1.20013,0.09311,0.21922,0.00842,0.64265,-0.20844,-0.39909,-0.11094,0.21591,0.00109,0.00066,-0.00261,0.00164,6.000,14.000,6.000,14.000,6.000,6.000,6.000,14.000,6.000,14.000,6.000,6.000,6.000,6.000,6.000,6.000,0.005201,0.034951,0.004187,0.035502,0.004187,0.072998,0.007231,0.071346,0.000000,0.001155,0.000000,9.000000,0.631778,0.214796,0.000000,0.000000,0.000000,0.028461,0.003270,0.000000,0.000000
6.8250,-0.00189,0.06300,0.48064,1.00000,-0.00086,0.00024,-0.00048,0.00482,0.06308,0.32550,0.32501,0.00172,0.03449,2,0.03486,0.00172,0.034778,0.00152,-0.0876,-0.0004,-0.0691,-0.1806,-0.0422,0.4589,-0.1114,0,0.04900,0.01900,0.0293,0.0909,0.007808,0.101113,-0.2145,-0.5451,44.0394,-0.1801,-0.7908,46.1639,-0.2233,-0.5998,17.8687,-0.1468,-0.8356,15.5556,0.002570,-0.005630,44.0410,0.002799,-0.006621,46.1639,-0.003971,-0.018727,17.8701,-0.005615,-0.018798,15.5556,-0.00217,-0.01582,-0.36828,0.70678,-0.33848,0.02144,0.00348,0.00816,-0.36731,0.70533,-0.33853,-0.00372,-0.00082,0.00054,-0.00344,0.00074,-0.00129,0.75734,0.15438,-1.15448,0.07574,0.15066,0.00829,0.61996,-0.17908,-0.46748,-0.10039,0.24760,0.00042,0.00051,-0.00245,0.00149,6.000,14.000,6.000,14.000,6.000,6.000,6.000,14.000,6.000,14.000,6.000,6.000,6.000,6.000,6.000,6.000,0.005159,0.033934,0.004187,0.034489,0.004187,0.070732,0.007104,0.069068,0.000000,0.001119,0.000000,9.000000,0.606647,0.245846,0.000000,0.000000,0.000000,0.025024,-0.000236,0.000000,0.000000
6.8300,-0.00188,0.06191,0.48063,1.00000,-0.00086,0.00024,-0.00048,0.00482,0.06228,0.32549,0.32501,0.00173,0.03351,2,0.03488,0.00173,0.034786,0.00163,-0.0913,-0.0004,-0.0656,-0.1365,-0.0253,0.3701,-0.1206,0,0.04900,0.01900,0.0255,0.0639,0.007481,0.102159,-0.2039,-0.4086,41.8820,-0.1641,-0.6552,44.0993,-0.2118,-0.4565,20.1337,-0.1087,-0.6693,17.6973,0.002249,-0.005704,41.8831,0.002467,-0.005580,44.0993,-0.002993,-0.015507,20.1349,-0.004634,-0.018647,17.6973,-0.00217,-0.01206,-0.36872,0.70778,-0.33909,0.01775,0.00350,0.01190,-0.36762,0.70596,-0.33884,-0.00721,-0.00086,0.00055,-0.00356,0.00078,-0.00132,0.65389,0.12508,-1.10505,0.05931,0.13302,0.00830,0.54002,-0.14795,-0.53698,-0.08735,0.22038,-0.00014,0.00039,-0.00226,0.00133,6.000,14.000,6.000,14.000,6.000,6.000,6.000,14.000,6.000,14.000,6.000,6.000,6.000,6.000,6.000,6.000,0.005123,0.032956,0.004187,0.033511,0.004187,0.068466,0.006996,0.066802,0.000000,0.001089,0.000000,9.000000,0.581646,0.278903,0.000000,0.000000,0.000000,0.021445,-0.003718,0.000000,0.000000
