t_s,phase,roll,pitch,yaw,gyro_x,gyro_y,gyro_z,acc_x,acc_y,acc_z,quat_w,quat_x,quat_y,quat_z,imu_temp,power_v,power_a,foot0,foot1,foot2,foot3,FR_hip_cmd,FR_hip_q,FR_hip_dq,FR_hip_tau,FR_thigh_cmd,FR_thigh_q,FR_thigh_dq,FR_thigh_tau,FR_calf_cmd,FR_calf_q,FR_calf_dq,FR_calf_tau,FL_hip_cmd,FL_hip_q,FL_hip_dq,FL_hip_tau,FL_thigh_cmd,FL_thigh_q,FL_thigh_dq,FL_thigh_tau,FL_calf_cmd,FL_calf_q,FL_calf_dq,FL_calf_tau,RR_hip_cmd,RR_hip_q,RR_hip_dq,RR_hip_tau,RR_thigh_cmd,RR_thigh_q,RR_thigh_dq,RR_thigh_tau,RR_calf_cmd,RR_calf_q,RR_calf_dq,RR_calf_tau,RL_hip_cmd,RL_hip_q,RL_hip_dq,RL_hip_tau,RL_thigh_cmd,RL_thigh_q,RL_thigh_dq,RL_thigh_tau,RL_calf_cmd,RL_calf_q,RL_calf_dq,RL_calf_tau
1.7440,B,-0.01173,0.00318,-2.19688,-0.02024,0.00746,0.00852,-0.23822,-0.13886,9.42358,-0.454984,0.001253,-0.005945,0.890479,79,30.544,10.015,101,15,31,15,0.00000,-0.00385,0.00388,6.9267,0.61018,0.60638,0.01550,4.0571,-1.21323,-1.21683,0.00404,7.5864,0.00000,-0.00084,0.05038,-2.3007,0.61018,0.60926,0.03876,0.7669,-1.21323,-1.21330,-0.02629,4.0777,0.00000,-0.00613,-0.07363,10.4396,0.61018,0.61031,-0.05038,-0.0247,-1.21323,-1.21173,0.00000,3.1294,0.00000,0.01212,0.05426,-16.3520,0.61018,0.61219,0.08139,-2.2017,-1.21323,-1.21315,-0.04853,4.8363
1.7460,B,-0.01172,0.00321,-2.19686,-0.00746,0.01385,0.00852,-0.26336,-0.11133,9.46069,-0.454997,0.001238,-0.005949,0.890473,79,30.536,10.015,101,15,31,15,0.00000,-0.00382,0.09689,6.9762,0.61018,0.60638,0.00775,4.0076,-1.21323,-1.21683,-0.00202,7.5864,0.00000,-0.00081,0.08139,-2.4244,0.61018,0.60926,0.06201,0.6679,-1.21323,-1.21330,-0.02831,4.1251,0.00000,-0.00607,0.00388,10.2416,0.61018,0.61031,-0.04651,0.0495,-1.21323,-1.21173,0.01011,3.1294,0.00000,0.01212,0.05813,-16.1788,0.61018,0.61213,-0.06588,-2.3501,-1.21323,-1.21314,-0.00202,4.8837
1.7480,B,-0.01172,0.00322,-2.19684,-0.01278,-0.00320,0.00213,-0.26336,-0.11133,9.46069,-0.455006,0.001235,-0.005950,0.890468,79,30.544,10.255,101,15,31,15,0.00000,-0.00388,-0.00388,7.0009,0.61018,0.60635,-0.03100,4.2797,-1.21323,-1.21683,-0.00607,7.6338,0.00000,-0.00084,0.03876,-2.3501,0.61018,0.60926,0.04651,0.8658,-1.21323,-1.21330,-0.02831,4.0777,0.00000,-0.00610,-0.03876,10.4396,0.61018,0.61037,0.06201,-0.0247,-1.21323,-1.21173,0.01011,3.1294,0.00000,0.01215,0.08526,-16.3767,0.61018,0.61222,0.12402,-2.2017,-1.21323,-1.21315,-0.03033,4.8363
1.7500,B,-0.01173,0.00320,-2.19681,-0.01172,-0.00426,0.01491,-0.22984,-0.14365,9.56603,-0.455019,0.001244,-0.005953,0.890461,79,30.544,10.152,101,15,31,15,0.00000,-0.00388,0.05813,7.0009,0.61018,0.60632,-0.10851,4.1560,-1.21323,-1.21683,-0.01011,7.5864,0.00000,-0.00090,-0.07363,-2.3996,0.61018,0.60920,-0.03876,0.9648,-1.21323,-1.21330,-0.02629,4.2199,0.00000,-0.00607,-0.02713,10.1922,0.61018,0.61031,-0.06201,-0.0247,-1.21323,-1.21175,-0.00809,3.2242,0.00000,0.01212,0.05426,-16.1294,0.61018,0.61216,-0.00388,-2.2017,-1.21323,-1.21314,-0.00809,4.9786
1.7520,B,-0.01174,0.00320,-2.19679,-0.02237,0.00959,0.00639,-0.22984,-0.14365,9.56603,-0.455026,0.001245,-0.005954,0.890457,79,30.553,9.981,101,15,31,15,0.00000,-0.00388,0.01550,6.9267,0.61018,0.60638,0.00000,4.0818,-1.21323,-1.21682,0.02022,7.4916,0.00000,-0.00087,0.00000,-2.3254,0.61018,0.60926,0.01163,0.6927,-1.21323,-1.21330,-0.03033,4.2199,0.00000,-0.00607,-0.01550,10.5138,0.61018,0.61034,0.01550,0.0495,-1.21323,-1.21172,0.02426,3.0346,0.00000,0.01203,-0.13952,-16.2778,0.61018,0.61216,0.02713,-2.2512,-1.21323,-1.21314,0.00404,4.9786
1.7540,B,-0.01176,0.00322,-2.19678,-0.01065,0.01917,0.00533,-0.22984,-0.14365,9.56603,-0.455031,0.001240,-0.005969,0.890455,79,30.544,10.084,101,15,31,15,0.00000,-0.00388,-0.01163,6.9020,0.61018,0.60635,-0.01550,4.1808,-1.21323,-1.21683,-0.00202,7.6338,0.00000,-0.00084,0.05426,-2.4986,0.61018,0.60923,0.00000,1.0637,-1.21323,-1.21328,0.00202,4.0777,0.00000,-0.00607,-0.00775,10.3159,0.61018,0.61034,-0.02713,-0.0495,-1.21323,-1.21175,-0.01820,3.0346,0.00000,0.01212,-0.05038,-16.3520,0.61018,0.61216,-0.01938,-2.3007,-1.21323,-1.21312,0.02224,4.8363
1.7560,B,-0.01175,0.00322,-2.19677,-0.01278,-0.00320,0.00320,-0.27414,-0.12929,9.43914,-0.455033,0.001239,-0.005966,0.890454,79,30.544,10.015,101,15,31,15,0.00000,-0.00385,0.06201,7.0009,0.61018,0.60635,-0.07751,4.3045,-1.21323,-1.21682,-0.00404,7.5864,0.00000,-0.00084,0.05426,-2.3007,0.61018,0.60923,-0.00388,0.8906,-1.21323,-1.21330,-0.03235,4.0777,0.00000,-0.00610,-0.10076,10.2169,0.61018,0.61034,0.01163,0.0000,-1.21323,-1.21172,0.04853,3.0346,0.00000,0.01206,-0.05038,-16.0057,0.61018,0.61213,-0.02713,-2.0780,-1.21323,-1.21314,-0.00202,4.8837
1.7580,B,-0.01174,0.00322,-2.19676,0.00639,-0.01811,0.00746,-0.27414,-0.12929,9.43914,-0.455041,0.001236,-0.005960,0.890450,79,30.544,10.015,101,15,31,15,0.00000,-0.00388,0.00000,6.8772,0.61018,0.60638,0.00000,3.9829,-1.21323,-1.21685,-0.03640,7.6338,0.00000,-0.00084,0.05813,-2.3007,0.61018,0.60923,0.01163,0.7916,-1.21323,-1.21328,0.00000,4.1251,0.00000,-0.00610,-0.05813,10.4148,0.61018,0.61034,0.00000,-0.0247,-1.21323,-1.21173,0.00000,3.0820,0.00000,0.01203,-0.12402,-16.0551,0.61018,0.61216,0.04263,-2.0780,-1.21323,-1.21314,-0.00404,4.7889
1.7600,B,-0.01173,0.00321,-2.19674,-0.02024,0.00746,0.01385,-0.31364,-0.15921,9.36492,-0.455047,0.001241,-0.005954,0.890447,79,30.544,10.015,101,15,31,15,0.00000,-0.00391,-0.05813,6.9762,0.61018,0.60638,0.00000,4.1560,-1.21323,-1.21682,0.02629,7.5864,0.00000,-0.00084,0.03876,-2.3996,0.61018,0.60926,0.04263,0.7916,-1.21323,-1.21328,0.00202,4.0777,0.00000,-0.00607,-0.02713,10.2416,0.61018,0.61034,0.00000,0.0247,-1.21323,-1.21172,0.04044,3.1294,0.00000,0.01212,0.04651,-16.1046,0.61018,0.61216,0.05426,-2.3007,-1.21323,-1.21314,0.00000,4.8837
1.7620,B,-0.01172,0.00322,-2.19675,0.00852,0.00320,-0.00852,-0.31364,-0.15921,9.36492,-0.455045,0.001234,-0.005952,0.890448,79,30.544,10.084,101,15,31,15,0.00000,-0.00385,0.05813,7.0009,0.61018,0.60638,0.00775,4.1066,-1.21323,-1.21682,0.02022,7.4916,0.00000,-0.00084,0.03876,-2.4491,0.61018,0.60920,0.07363,0.9401,-1.21323,-1.21328,0.00000,4.2199,0.00000,-0.00604,0.03488,10.3901,0.61018,0.61031,-0.05426,-0.0495,-1.21323,-1.21173,0.00404,3.2242,0.00000,0.01212,0.03100,-16.3273,0.61018,0.61213,-0.02713,-2.2512,-1.21323,-1.21314,0.00607,4.8837
1.7640,B,-0.01172,0.00322,-2.19673,-0.01704,0.00852,-0.00107,-0.31364,-0.15921,9.36492,-0.455054,0.001232,-0.005953,0.890443,79,30.544,10.186,101,15,31,15,0.00000,-0.00385,0.03488,6.8772,0.61018,0.60638,0.00000,4.0818,-1.21323,-1.21685,-0.02426,7.5864,0.00000,-0.00087,-0.00775,-2.4491,0.61018,0.60926,0.05426,0.7916,-1.21323,-1.21330,-0.02426,4.0777,0.00000,-0.00604,0.01550,10.5138,0.61018,0.61031,-0.05813,0.0000,-1.21323,-1.21175,-0.01415,3.0820,0.00000,0.01203,-0.14727,-16.3273,0.61018,0.61216,0.04651,-2.2264,-1.21323,-1.21315,-0.03437,4.8837
1.7660,B,-0.01173,0.00324,-2.19672,-0.00959,-0.00533,0.00107,-0.26217,-0.13527,9.55646,-0.455057,0.001228,-0.005958,0.890442,79,30.544,10.152,101,15,31,15,0.00000,-0.00385,0.04651,7.0257,0.61018,0.60638,0.00000,4.0818,-1.21323,-1.21682,0.02629,7.6812,0.00000,-0.00084,0.01938,-2.3254,0.61018,0.60923,0.02713,0.9401,-1.21323,-1.21328,0.00000,4.0777,0.00000,-0.00610,-0.10464,10.3406,0.61018,0.61031,-0.03876,0.0495,-1.21323,-1.21172,0.03437,3.1294,0.00000,0.01212,0.03100,-16.3520,0.61018,0.61216,-0.00388,-2.3007,-1.21323,-1.21314,-0.01011,4.8363
1.7680,B,-0.01174,0.00325,-2.19672,-0.01704,0.01065,0.00000,-0.26217,-0.13527,9.55646,-0.455057,0.001227,-0.005966,0.890442,79,30.536,10.118,101,15,31,15,0.00000,-0.00391,-0.06201,7.0751,0.61018,0.60638,0.00775,4.1560,-1.21323,-1.21680,0.05459,7.4916,0.00000,-0.00087,-0.01938,-2.3501,0.61018,0.60926,0.01550,0.6679,-1.21323,-1.21330,-0.02426,4.2199,0.00000,-0.00604,0.00775,10.2416,0.61018,0.61034,0.00000,-0.0247,-1.21323,-1.21175,-0.02224,3.1294,0.00000,0.01215,0.08914,-16.2531,0.61018,0.61216,0.03100,-2.2512,-1.21323,-1.21314,-0.01618,4.8837
1.7700,B,-0.01174,0.00324,-2.19673,-0.01065,0.00000,-0.01172,-0.33758,-0.15323,9.48702,-0.455052,0.001227,-0.005962,0.890444,79,30.544,10.015,101,15,31,15,0.00000,-0.00385,0.04263,6.9267,0.61018,0.60635,-0.04263,4.0076,-1.21323,-1.21680,0.04448,7.4442,0.00000,-0.00081,0.08526,-2.5233,0.61018,0.60920,-0.03488,0.8658,-1.21323,-1.21330,-0.02022,4.0777,0.00000,-0.00604,0.00775,10.3159,0.61018,0.61031,-0.04651,0.0000,-1.21323,-1.21173,0.00809,3.2242,0.00000,0.01212,0.05813,-16.2283,0.61018,0.61213,-0.01550,-2.2512,-1.21323,-1.21314,-0.00202,4.8837
1.7720,B,-0.01174,0.00324,-2.19674,-0.01491,0.00533,-0.00320,-0.33758,-0.15323,9.48702,-0.455046,0.001227,-0.005965,0.890447,79,30.544,10.084,101,15,31,15,0.00000,-0.00388,0.00388,7.0009,0.61018,0.60638,0.00000,4.0571,-1.21323,-1.21683,-0.00202,7.5864,0.00000,-0.00090,-0.10076,-2.3501,0.61018,0.60923,-0.01550,0.7916,-1.21323,-1.21328,0.00809,4.2199,0.00000,-0.00610,-0.10464,10.3406,0.61018,0.61031,-0.02713,-0.0742,-1.21323,-1.21173,0.00607,3.0820,0.00000,0.01212,0.03488,-16.3520,0.61018,0.61216,0.02713,-2.3501,-1.21323,-1.21315,-0.04448,4.8363
1.7740,B,-0.01175,0.00327,-2.19675,-0.01491,0.00213,-0.00852,-0.33758,-0.15323,9.48702,-0.455043,0.001217,-0.005974,0.890449,79,30.544,10.084,101,15,31,15,0.00000,-0.00388,0.02325,7.0009,0.61018,0.60638,0.01163,4.2055,-1.21323,-1.21685,-0.04246,7.5864,0.00000,-0.00084,0.03876,-2.4244,0.61018,0.60926,0.06201,0.8411,-1.21323,-1.21328,0.00809,4.1251,0.00000,-0.00607,-0.05813,10.3159,0.61018,0.61034,0.00000,-0.0742,-1.21323,-1.21173,0.01213,3.1294,0.00000,0.01212,0.01938,-16.1046,0.61018,0.61219,0.09689,-2.2017,-1.21323,-1.21314,-0.01618,4.8837
1.7760,B,-0.01173,0.00326,-2.19676,0.00959,-0.01065,-0.00852,-0.31244,-0.15323,9.44752,-0.455040,0.001216,-0.005966,0.890450,79,30.544,10.049,101,15,31,15,0.00000,-0.00388,0.00775,6.9762,0.61018,0.60638,-0.00388,4.0818,-1.21323,-1.21680,0.05055,7.4916,0.00000,-0.00087,-0.06588,-2.4491,0.61018,0.60923,0.00000,0.8658,-1.21323,-1.21330,0.00809,4.2199,0.00000,-0.00604,0.00388,10.2416,0.61018,0.61025,-0.07751,0.0000,-1.21323,-1.21173,0.00809,3.2242,0.00000,0.01206,-0.07751,-16.2283,0.61018,0.61219,0.08526,-2.2017,-1.21323,-1.21314,-0.00404,4.8837
1.7780,B,-0.01175,0.00327,-2.19678,-0.02131,0.00107,-0.00639,-0.31244,-0.15323,9.44752,-0.455030,0.001215,-0.005974,0.890456,79,30.536,10.084,101,15,31,15,0.00000,-0.00388,-0.02325,6.8772,0.61018,0.60638,0.00775,4.1808,-1.21323,-1.21683,0.00202,7.6812,0.00000,-0.00084,0.03488,-2.3501,0.61018,0.60923,-0.02713,0.7669,-1.21323,-1.21328,0.01011,4.2199,0.00000,-0.00610,-0.08139,10.3159,0.61018,0.61034,0.00000,-0.0247,-1.21323,-1.21173,0.00809,3.2242,0.00000,0.01206,0.03876,-16.1788,0.61018,0.61216,0.03876,-2.2017,-1.21323,-1.21312,0.02629,4.8837
1.7800,B,-0.01175,0.00328,-2.19681,-0.01172,0.01278,-0.01491,-0.35554,-0.12570,9.52174,-0.455018,0.001215,-0.005977,0.890461,79,30.544,10.186,101,15,31,15,0.00000,-0.00385,0.05426,7.0009,0.61018,0.60638,0.00000,4.1560,-1.21323,-1.21682,0.03640,7.5864,0.00000,-0.00084,0.01550,-2.4491,0.61018,0.60923,0.00000,0.8658,-1.21323,-1.21328,0.01011,4.2199,0.00000,-0.00607,-0.03876,10.3159,0.61018,0.61031,-0.04651,0.0742,-1.21323,-1.21172,0.03235,3.0346,0.00000,0.01212,0.00775,-16.0551,0.61018,0.61219,0.07363,-2.3007,-1.21323,-1.21314,-0.01011,4.8837
1.7820,B,-0.01176,0.00327,-2.19684,-0.02024,-0.01065,-0.01704,-0.35554,-0.12570,9.52174,-0.455006,0.001217,-0.005979,0.890468,79,30.544,10.049,101,15,31,15,0.00000,-0.00388,-0.00775,7.0009,0.61018,0.60635,-0.02713,4.1560,-1.21323,-1.21682,0.03235,7.6338,0.00000,-0.00087,-0.01163,-2.3254,0.61018,0.60926,0.04263,0.7916,-1.21323,-1.21328,0.00000,4.0777,0.00000,-0.00607,0.00000,10.3406,0.61018,0.61031,-0.01550,0.0000,-1.21323,-1.21172,0.04448,3.1294,0.00000,0.01203,-0.14727,-16.2531,0.61018,0.61219,0.05038,-2.4244,-1.21323,-1.21314,-0.00809,4.8363
1.7840,B,-0.01174,0.00328,-2.19687,-0.00746,-0.00213,-0.01598,-0.36392,-0.15203,9.43196,-0.454990,0.001210,-0.005975,0.890476,79,30.544,10.152,101,15,31,15,0.00000,-0.00385,0.03876,6.9267,0.61018,0.60635,-0.06201,4.0571,-1.21323,-1.21683,0.00000,7.4916,0.00000,-0.00084,0.01938,-2.5480,0.61018,0.60923,-0.01938,0.6679,-1.21323,-1.21330,-0.02022,4.2199,0.00000,-0.00607,0.00000,10.3159,0.61018,0.61034,0.00000,-0.0495,-1.21323,-1.21173,0.01415,3.1294,0.00000,0.01212,0.04263,-16.2283,0.61018,0.61219,0.05038,-2.4244,-1.21323,-1.21314,-0.00809,4.8837
1.7860,B,-0.01175,0.00329,-2.19688,-0.01598,0.00852,-0.01278,-0.36392,-0.15203,9.43196,-0.454985,0.001207,-0.005980,0.890478,79,30.571,10.084,101,15,31,15,0.00000,-0.00385,0.03100,6.9020,0.61018,0.60635,-0.06201,4.0571,-1.21323,-1.21685,-0.03640,7.6812,0.00000,-0.00084,0.03876,-2.3996,0.61018,0.60923,-0.01938,0.6679,-1.21323,-1.21330,-0.02022,4.2199,0.00000,-0.00607,-0.00775,10.3159,0.61018,0.61031,-0.05813,0.0247,-1.21323,-1.21173,0.01415,3.1294,0.00000,0.01212,0.04263,-16.3273,0.61018,0.61216,0.00775,-2.1522,-1.21323,-1.21315,-0.03640,4.8363
1.7880,B,-0.01175,0.00328,-2.19690,-0.01065,-0.00320,-0.00852,-0.36392,-0.15203,9.43196,-0.454976,0.001212,-0.005978,0.890483,79,30.544,10.186,101,15,31,15,0.00000,-0.00388,-0.02713,6.9267,0.61018,0.60638,0.01550,4.1808,-1.21323,-1.21683,-0.00404,7.5864,0.00000,-0.00084,-0.00388,-2.4491,0.61018,0.60926,0.05426,0.6679,-1.21323,-1.21331,-0.05055,4.0777,0.00000,-0.00607,0.01163,10.3159,0.61018,0.61031,-0.02325,0.0742,-1.21323,-1.21172,0.03033,3.1294,0.00000,0.01209,-0.00775,-16.3520,0.61018,0.61216,-0.03100,-2.2264,-1.21323,-1.21314,0.00000,4.8837
1.7900,B,-0.01175,0.00328,-2.19693,-0.00639,0.00320,-0.01917,-0.38307,-0.08978,9.46907,-0.454963,0.001209,-0.005977,0.890490,79,30.544,9.981,101,15,31,15,0.00000,-0.00385,0.01550,6.8772,0.61018,0.60635,-0.02713,4.2055,-1.21323,-1.21685,-0.04044,7.5864,0.00000,-0.00090,-0.07363,-2.3501,0.61018,0.60923,-0.02713,0.9648,-1.21323,-1.21330,-0.02022,4.2199,0.00000,-0.00610,-0.05038,10.3901,0.61018,0.61031,-0.03876,-0.0247,-1.21323,-1.21173,0.00404,3.2242,0.00000,0.01212,0.04651,-16.3520,0.61018,0.61216,0.01550,-2.2264,-1.21323,-1.21314,-0.00809,4.8363
1.7920,B,-0.01174,0.00328,-2.19695,0.00000,-0.00639,-0.01172,-0.38307,-0.08978,9.46907,-0.454956,0.001208,-0.005972,0.890493,79,30.544,10.118,101,15,31,15,0.00000,-0.00385,0.00000,6.9020,0.61018,0.60638,0.00000,4.0571,-1.21323,-1.21682,0.02426,7.6338,0.00000,-0.00081,0.05813,-2.5975,0.61018,0.60926,0.03100,0.7421,-1.21323,-1.21330,-0.03033,4.1251,0.00000,-0.00607,0.06588,10.3159,0.61018,0.61034,0.00388,0.0000,-1.21323,-1.21173,0.01415,3.1294,0.00000,0.01203,-0.11239,-16.2283,0.61018,0.61219,0.01938,-2.3254,-1.21323,-1.21312,0.02831,4.8837
1.7940,B,-0.01174,0.00329,-2.19695,-0.01385,0.00426,-0.00639,-0.38307,-0.08978,9.46907,-0.454953,0.001205,-0.005978,0.890495,79,30.544,10.152,101,15,31,15,0.00000,-0.00388,-0.09301,6.8772,0.61018,0.60635,-0.03100,4.2302,-1.21323,-1.21683,-0.01011,7.5864,0.00000,-0.00087,0.00775,-2.3501,0.61018,0.60926,0.00388,0.6432,-1.21323,-1.21330,-0.02022,4.2199,0.00000,-0.00613,-0.11627,10.4148,0.61018,0.61034,0.03876,0.0247,-1.21323,-1.21172,0.04448,3.0346,0.00000,0.01206,-0.03100,-16.0057,0.61018,0.61216,0.00000,-2.1028,-1.21323,-1.21312,0.02022,4.8837
1.7960,B,-0.01173,0.00328,-2.19698,-0.00746,-0.00533,-0.01065,-0.31364,-0.09218,9.51815,-0.454942,0.001210,-0.005969,0.890500,79,30.536,10.084,101,15,31,15,0.00000,-0.00385,0.01550,6.9267,0.61018,0.60638,0.02713,4.2797,-1.21323,-1.21682,0.02224,7.4916,0.00000,-0.00078,0.09689,-2.4986,0.61018,0.60920,-0.06201,0.7916,-1.21323,-1.21328,0.00000,4.0777,0.00000,-0.00613,-0.06976,10.4396,0.61018,0.61034,0.01938,0.0000,-1.21323,-1.21175,0.01011,3.0346,0.00000,0.01200,-0.17052,-16.2531,0.61018,0.61222,0.08526,-2.3501,-1.21323,-1.21314,-0.00809,4.8837
1.7980,B,-0.01172,0.00326,-2.19699,0.00213,-0.00426,-0.00320,-0.31364,-0.09218,9.51815,-0.454938,0.001213,-0.005961,0.890503,79,30.544,10.049,101,15,31,15,0.00000,-0.00385,-0.03876,6.8278,0.61018,0.60635,-0.01163,4.2055,-1.21323,-1.21682,0.03235,7.6812,0.00000,-0.00087,-0.03876,-2.2512,0.61018,0.60926,0.00388,0.7421,-1.21323,-1.21328,-0.00607,4.0777,0.00000,-0.00607,0.01550,10.2169,0.61018,0.61031,-0.03876,-0.0247,-1.21323,-1.21175,-0.02629,3.1294,0.00000,0.01200,-0.13564,-16.1046,0.61018,0.61219,0.05813,-2.3254,-1.21323,-1.21314,-0.00809,4.8363
1.8000,B,-0.01174,0.00327,-2.19700,-0.02876,0.00000,-0.00533,-0.33878,-0.08499,9.41879,-0.454934,0.001216,-0.005972,0.890504,79,30.536,10.015,101,15,31,15,0.00000,-0.00388,-0.05426,7.0751,0.61018,0.60638,0.01163,4.1560,-1.21323,-1.21683,-0.01011,7.4916,0.00000,-0.00084,0.01163,-2.4986,0.61018,0.60923,0.00388,0.9648,-1.21323,-1.21330,-0.02022,4.1251,0.00000,-0.00607,0.04651,10.4396,0.61018,0.61034,0.01550,0.0495,-1.21323,-1.21173,0.02224,3.1294,0.00000,0.01212,-0.16277,-16.2283,0.61018,0.61219,0.00775,-2.3501,-1.21323,-1.21314,-0.00607,4.6941
1.8020,B,-0.01175,0.00328,-2.19701,-0.01065,0.01065,-0.00107,-0.33878,-0.08499,9.41879,-0.454928,0.001211,-0.005977,0.890507,79,30.544,10.015,101,15,31,15,0.00000,-0.00382,0.04263,7.0009,0.61018,0.60632,-0.05038,4.2302,-1.21323,-1.21685,-0.02426,7.6812,0.00000,-0.00084,0.01163,-2.3254,0.61018,0.60929,0.05426,0.5937,-1.21323,-1.21330,-0.02426,4.2199,0.00000,-0.00613,-0.07751,10.3406,0.61018,0.61031,-0.03876,0.0247,-1.21323,-1.21173,0.00202,3.0820,0.00000,0.01200,-0.17827,-16.2531,0.61018,0.61219,0.03876,-2.3007,-1.21323,-1.21314,-0.00404,4.8837
1.8040,B,-0.01176,0.00328,-2.19701,-0.02024,-0.00746,-0.00213,-0.33878,-0.08499,9.41879,-0.454927,0.001217,-0.005982,0.890508,79,30.536,10.084,101,15,31,15,0.00000,-0.00385,-0.01938,6.8772,0.61018,0.60632,-0.00388,4.2797,-1.21323,-1.21685,-0.03842,7.4916,0.00000,-0.00084,0.00388,-2.3996,0.61018,0.60923,-0.01938,0.7669,-1.21323,-1.21328,0.00202,4.0777,0.00000,-0.00610,-0.02713,10.3159,0.61018,0.61031,-0.01163,0.0247,-1.21323,-1.21173,0.00607,3.0820,0.00000,0.01200,-0.15502,-16.4262,0.61018,0.61222,0.00388,-2.2264,-1.21323,-1.21315,-0.00404,4.8363
1.8060,B,-0.01174,0.00326,-2.19701,0.00000,-0.00213,-0.00107,-0.32322,-0.10175,9.50378,-0.454926,0.001216,-0.005968,0.890508,79,30.536,10.152,101,15,31,15,0.00000,-0.00379,-0.01550,7.0009,0.61018,0.60635,0.01938,4.2302,-1.21323,-1.21683,0.00607,7.6338,0.00000,-0.00084,-0.00775,-2.4491,0.61018,0.60929,0.06201,0.7669,-1.21323,-1.21326,0.02426,4.0777,0.00000,-0.00613,-0.07363,10.3406,0.61018,0.61034,0.01550,0.0000,-1.21323,-1.21173,-0.01618,3.0346,0.00000,0.01206,-0.04651,-16.1541,0.61018,0.61222,0.06201,-2.4986,-1.21323,-1.21312,0.01820,4.8363
1.8080,B,-0.01175,0.00328,-2.19701,-0.00852,0.00639,-0.00320,-0.32322,-0.10175,9.50378,-0.454926,0.001212,-0.005976,0.890508,79,30.536,10.186,101,15,31,15,0.00000,-0.00382,0.03488,6.9267,0.61018,0.60635,-0.03100,4.0076,-1.21323,-1.21682,0.05459,7.4916,0.00000,-0.00084,0.03488,-2.3501,0.61018,0.60920,-0.05813,0.9895,-1.21323,-1.21328,-0.01011,4.1251,0.00000,-0.00613,-0.05038,10.4148,0.61018,0.61034,0.01163,0.0742,-1.21323,-1.21172,0.02831,3.0346,0.00000,0.01212,0.10464,-16.1541,0.61018,0.61216,-0.02713,-2.2017,-1.21323,-1.21314,-0.00404,4.8837
1.8100,B,-0.01173,0.00328,-2.19702,-0.01385,-0.00852,-0.00852,-0.26336,-0.05986,9.49780,-0.454926,0.001209,-0.005969,0.890509,79,30.536,10.152,101,15,31,15,0.00000,-0.00379,0.06976,6.8030,0.61018,0.60635,0.01938,4.3045,-1.21323,-1.21682,0.04044,7.6812,0.00000,-0.00084,-0.00775,-2.3996,0.61018,0.60926,0.00000,0.7421,-1.21323,-1.21328,0.00202,4.2199,0.00000,-0.00613,-0.05426,10.3406,0.61018,0.61034,0.01938,0.0247,-1.21323,-1.21173,0.01011,3.0820,0.00000,0.01212,-0.07751,-16.0304,0.61018,0.61222,0.04263,-2.3501,-1.21323,-1.21314,-0.00607,4.8363
1.8120,B,-0.01172,0.00327,-2.19701,-0.00107,0.00746,-0.00320,-0.26336,-0.05986,9.49780,-0.454929,0.001208,-0.005962,0.890507,79,30.536,10.084,101,15,31,15,0.00000,-0.00382,0.03100,7.0009,0.61018,0.60635,0.01938,4.2797,-1.21323,-1.21683,0.00404,7.4916,0.00000,-0.00087,-0.03488,-2.3254,0.61018,0.60926,0.00000,0.7421,-1.21323,-1.21328,0.00404,4.1251,0.00000,-0.00613,-0.05426,10.4643,0.61018,0.61037,0.03876,-0.0495,-1.21323,-1.21173,0.01415,3.1294,0.00000,0.01206,-0.01938,-16.0551,0.61018,0.61219,0.00388,-2.2264,-1.21323,-1.21314,0.00000,4.8837
1.8140,B,-0.01172,0.00325,-2.19699,-0.02344,-0.01811,0.00000,-0.26336,-0.05986,9.49780,-0.454936,0.001218,-0.005960,0.890503,79,30.536,10.118,101,15,31,15,0.00000,-0.00379,0.07751,6.8030,0.61018,0.60632,-0.04651,4.1808,-1.21323,-1.21683,-0.00202,7.5864,0.00000,-0.00081,0.03876,-2.3996,0.61018,0.60923,-0.00775,0.8658,-1.21323,-1.21328,0.00000,4.0777,0.00000,-0.00610,0.00000,10.3159,0.61018,0.61031,-0.02325,0.1484,-1.21323,-1.21173,0.01011,3.0820,0.00000,0.01200,-0.12789,-16.2531,0.61018,0.61216,-0.05426,-2.2264,-1.21323,-1.21314,0.00000,4.8837
1.8160,B,-0.01171,0.00324,-2.19698,0.00320,-0.00213,0.00639,-0.33399,-0.09337,9.47146,-0.454943,0.001221,-0.005953,0.890500,79,30.536,10.118,101,15,31,15,0.00000,-0.00382,0.01550,6.8772,0.61018,0.60629,-0.12014,4.0818,-1.21323,-1.21683,0.00000,7.4916,0.00000,-0.00081,0.05426,-2.4491,0.61018,0.60926,0.03876,0.7916,-1.21323,-1.21330,-0.02022,4.1251,0.00000,-0.00607,0.00775,10.3901,0.61018,0.61034,0.04263,-0.0247,-1.21323,-1.21173,0.01415,3.1294,0.00000,0.01209,0.00775,-16.1541,0.61018,0.61216,0.04651,-2.0780,-1.21323,-1.21312,0.02629,4.8837
